en,ko
"I wanted it to be a surprise, but my sister let the cat out of the bag.",난 그것을 깜짝 파티로 하고 싶었는데 우리 여동생이 무심코 말해 버렸다.
Every cloud has a silver lining. or Every dog has his day.,쥐구멍에도 볕 들 날 있다.
Who did you go steady with in high school?,고등학교 때 누구와 꾸준히 사귀었습니까?
Be careful with that glass vase. Easy does it!,그 유리 꽃병은 주의해 주십시오. 신중하게 해 주세요.
This is just another sign that we're out of the frying pan and into the fire at the next election.,다음 선거 때도 갈수록 태산일 것이라는 신호일 뿐이다.
"The customer was very upset  because of the failure. To make matters worse, they consider a lawsuit.",하자로 인해 그 고객은 매우 화가 났습니다. 설상가상으로 소송까지 고려하고 있습니다.
She hounded me until I agreed to say yes.,그녀는 내가 승낙할 때까지 나를 괴롭혔습니다.
It's still raining cats and dogs out there. ,밖에 아직도 억수같이 비가 오고 있어요.
"He loved his devoted girlfriend Louise. Two peas in a pod, they shared the same sense of humor and zest for life.",그는 헌신적인 여자친구 루이즈를 사랑했습니다. 꼭 닮은 그들은 같은 유머 감각과 삶에 대한 열정을 공유했습니다.
That road hog is driving between two lanes and I think may cause an accident.,"그 도로 주변의 차들을 빼앗고 있는 것 같아, 그게 사고를 일으킬 수 있어요."
I lost track of my childhood friend after she moved to a different country.,소꿉친구가 다른 나라로 이사간 후 연락이 끊겼습니다.
You cannot pass judgment on someone until you've stepped into their shoes.,다른 사람의 위치에 있다면 그 사람을 판단할 수 없어요. 너는 그 사람의 입장에 서지 않는 한.
Don't count your chickens before they are hatched. ,떡 줄 사람은 생각지도 않는데 김칫국부터 마신다.
We are careful about renting an apartment from that company. The previous one was terrible. Once bitten twice shy.,우리는 그 회사에서 아파트를 빌리는 것에 대해 조심스럽습니다. 이전 것은 끔찍했습니다. 자라 보고 놀란 가슴 솥뚜껑 보고 놀라요.
"He is a very private person. If he has a problem in his family, he doesn’t want to air his dirty laundry in public.","그는 매우 사적인 사람입니다. 만약 그가 가족에게 문제가 있다면, 그는 개인적인 문제에 대해 공개적으로 이야기하고 싶어하지 않습니다."
Let's be honest - there isn't a snowball's chance in hell that we'll win this game.,솔직히 이야기 해 보자. 우리가 이 게임에서 이길 가망성이 없잖아.
We have to double-check everything before submitting the report. The devil is in the details.,우리는 보고서를 제출하기 전에 모든 것을 두 번씩 확인해야 해. 문제점은 세부사항에 있을 수 있으니까.
I'm giving you a taste of your own medicine.,나는 당신에게 받은 대로 돌려준 것 뿐이에요.
The movie star hasn't been in any films; he's a has-been.,그 영화배우는 영화에 출연한 적이 없어요. 그는 한물간 사람이에요.
"To make a long story short, she should have done that. ","간단히 말해서, 그녀는 그 것을 했어야 했다."
Do something which makes me feel floating on cloud nine.,너무나 행복한 기분이 들게 하는 일을 하세요.
"Though he had practiced hard, on the day of the trials, he was not at his best, so could not cut the mustard.","열심히 연습했지만, 시련의 날에는 최상의 컨디션이 아니어서 기대에 부응하지 못했습니다."
I will agree that you cannot judge a book by its cover.,나는 네가 겉모습으로 판단해서는 안된다는 것에 동의할 것입니다.
"Come on, it's not rocket science, to put it bluntly.","아니, 솔직히 그 정도로 어려운 일은 아니잖아요."
Every dog has his day and every man has his hour.,누구나 다 한세상은 있는 법이다.
False assumption! Money always burns a hole in my pocket.,잘못된 추측이야! 돈은 항상 금방 없어져.
It's raining cats and dogs out there. ,밖에 비가 너무 많이 내리고 있어.
My teacher is always in a bad mood. He is such a sourpuss.,내 선생님은 항상 기분이 나쁘다. 그는 정말로 언제나 괴로운 표정을 짓는 사람이에요.
Kill two birds with one stone,꿩 먹고 알 먹기이다
The boy is the spitting image of his father. They look like twins.,그 소년은 그의 아버지의 똑같아요. 그들은 쌍둥이처럼 보여요.
He said he will leave no stone unturned in order to prove her innocence.,그는 그녀의 결백을 증명하기 위해 수단과 방법을 가리지 않을 것이라고 말했습니다.
Birds of a feather flock together,유유상종.
"\I have put it off for months, but I finally got around to cleaning the windows.","몇 달 동안 미루어 왔는데, 마침내 창문을 청소할 수 있게 되었다."
"She and I aren't together anymore, to make a long story short.","한마디로, 그녀와 난 더 이상 함께 하지 않아."
you are a cherry picker.,너 되게 까다롭다.
stop being so full of yourself?,재수 없는 말 좀 그만 해줄래?
Will you lay out the money for the meal and I will pay you back tomorrow?,식사 비용을 내주시면 내일 갚겠습니다?
"As your financial consultant, the only advice I can give is that a penny saved is a penny earned.",재무 상담사로서 제가 할 수 있는 조언은 지출을 줄이고 저축을 하시라는 겁니다.
Haste makes waste. Slow and steady wins the race.,급할수록 돌아가라.
He started the meeting by telling a joke. He was hoping the joke would break the ice.,그는 농담으로 회의를 시작했습니다. 그 농담이 분위기를 완화 시키기를 바라고 있었습니다.
We'll cross that bridge when we come to it,그건 그때 가서 생각해보자.
He asked the fat girl how much she weighed. She was embarrassed and took the Fifth.,그는 뚱뚱한 소녀에게 몸무게가 얼마인지 물었습니다. 그녀는 당황했고 헌법 수정 제5조에 의해 보장된 자신에 대한 증언을 거부합니다.
You're way ahead of yourself. Don't count your chickens before they hatch.,당신은 앞질러 가기를 좋아하는군요. 김칫국부터 마시면 안 되지.
She was paid under the table and continued to collect her unemployment checks illegally.,그녀는 급여를 지급받았고 계속해서 불법적으로 실업 수표를 모았다.
"Even though everyone makes fun of her friend at school, she always sticks up for her and stands by her side.","학교에서 모든 사람들이 그녀의 친구를 놀리지만, 그녀는 항상 그녀를 지지하고 그녀의 곁을 지킵니다."
"Since the advertisement for this product was too exaggerated, consumers should take it with a graind of salt.","이 제품을 소개하는 광고는 너무 과장 됐으니까, 소비자들은 약간 미심쩍은 마음으로 감안하면서 봐야 해."
I’m just going to bide my time. I know that eventually a position will open.,저는 인내심을 가지고 기다릴 거예요. 결국 자리가 열릴 거란 걸 알고 있어요.
"Sid wanted to get rid of his debts and worked really hard at his job. And as they say, when it rains, it pours. He has been given a great travel opportunity which will pay him enough to take care of everything.","시드는 그의 빚을 없애고 싶었고 그의 일에서 정말 열심히 일했습니다. 그리고 그들이 말했듯이, 좋은 일이든 나쁜 일이든 한 꺼번에 일어난다고 합니다. 그는 모든 것을 돌볼 수 있는 충분한 돈을 지불할 수 있는 좋은 여행 기회가 주어졌습니다."
Don't egg on little kids to flight.,꼬마들을 부추겨서 싸움시키지마.
I have to cash a check and make a payment on my bank loan. I'll kill two birds with one stone by doing them both in one trip to the bank.,"나는 수표를 바꿔야 했고, 또 은행 대부금을 갚지 않으면 안 된다. 은행은 한 번만 가면 되니까 일석이조다."
I'm sure I've seen that man before. His name rings a bell.,나는 그 남자를 전에 봤던 것 같아요. 그의 이름이 익숙해요.
"Our presentation is over, so the ball is in their court.",우리의 발표는 끝났으니 다음은 그들 차례다.
Figuring out how to use this software doesn't take a rocket scientist.,소프트웨어 사용하는 방법 알아 내는 거 그렇게 어렵지 않다.
She broke the news and told him that she was going to move to another city.,그녀는 그 소식을 전했고 그에게 다른 도시로 이사갈 예정이라고 말했습니다.
"Did I get that right? Nail on the head, Barry.","맞게 이해 했나요? 아주 정확해요, 배리."
"The actress made an outstanding comeback on the stage, after her bout with pneumonia.",그 여배우는 폐렴에 걸린 후에 무대에 아주 멋지게 복귀했습니다.
He told his son that he had to finish all of his homework before he went out to play and he meant business.,그는 아들에게 놀러 가기 전에 숙제를 다 해야 한다고 말했고 그는 진지했습니다.
"He's known to exaggerated things to make himself look good. Whatever he tells you, just take it with a grain of salt.",그는 멋지게 보이려고 과장하는 걸로 아주 유명해. 그가 뭐라고 말하든 적당히 걸러서 들어.
