en,ko
"maybe we could cut him some slack, given his situation.",처지를 봐서 이해를 좀 해주죠?
"Richard, I am on thin ice as it is at Raviga.","리처드, 난 지금 라비가에서 살얼음판을 걷고 있어요."
"When waiting for the results of the medical tests, she tried to console herself with the thought that no news is good news.",건강검진 결과를 기다리며 무소식이 희소식이라는 생각으로 스스로를 위로했다.
"When you named the person responsible for our losses, you really hit the nail on the head.","당신이 우리의 손실에 책임이 있는 사람을 지명했을 때, 당신은 정말 정곡을 찌른 것입니다."
"Their son is named after his grandfather, who was a war hero.",그들의 아들은 전쟁 영웅이었던 할아버지의 이름을 따서 지어졌습니다.
I don't have the heart to ask her when she's coming back to work.,저는 그녀가 언제 일터로 돌아오는지 물어볼 마음이 없습니다.
"We had troubles in our relationship before, but we always managed to weather the storm.","이전에 우리 관계에 문제가 있었지만, 우리는 항상 고비를 극복하려고 애썼다."
My partner and I are splitting up. We do not see eye to eye.,나와 파트너는 헤어지기로 했어요. 우리는 의견이 안 맞아요.
"To make matters worse, his parents got divorced when he was very young.",설상가상으로 그의 부모님은 그가 매우 어릴 때 이혼했다.
They pulled up stakes last year and moved to another state.,지난 해에 그들은 다른 주로 이사를 가게 됐어. 
Do you think my idea will go over big?,내 아이디어가 큰 반향을 일으킬 것 같아요?
She got her walking papers.,그녀가 해고 통보를 받았다.
"Read full article For Southwest, the sanctions add insult to injury.",전체 기사 읽기 사우스웨스트의 경우 제재 조치가 부상을 가중시켰습니다.
"If you get in early on Friday and relax over the weekend, you'll be right as rain on Monday.",금요일에 일찍 출근하고 주말에 휴식을 취하면 월요일에 팔팔해 질거야.
"During the current pandemic, everyone was riding out the storm until they found a vaccine.","현재의 대유행 기간 동안, 모든 사람들은 백신을 찾을 때까지 이 고비를 이겨내고 있었습니다."
"I told a lie to my teacher, and he bought it hook, line, and sinker.","내 선생님에게 거짓말을 했는데, 그는 그걸 완전히 믿었어."
"The design looks great, but we need to review it again. The devil is in the details.","디자인은 멋지게 보이지만, 다시 한 번 검토해봐야 해. 세부사항에 문제가 있을 수도 있으니까. "
The start of getting your foot in the door is through entry-level work.,문에 발을 들여놓는 시작은 초급 작업부터입니다.
His old car finally fell apart.,그의 낡은 차는 마침내 고장 났어.
If you are really able to climb that 8 feet wall by yourself then I'll eat my hat.,"만약 당신이 정말로 혼자 그 8피트 벽을 오를 수 있다면, 나는 내 손에 장을 지질 거다."
"You'll miss the boat if you don't buy shares now,","네가 지금 지분을 사지 않으면, 좋은 기회를 놓치게 될 거야."
John's mother had asked him repeatedly not to air the familiar dirty laundry in public.,존의 어머니는 그에게 몇 번이나 가족의 수치를 남에게 폭로하는 일은 그만 두라고 말했다.
Try to put aside at least 10% of your income for savings because a penny saved is a penny gained.,"월급의 10%만 저축을 위해 뗴어놓도록 해봐, 티끌모아 태산이지."
Ignorance is bliss,모르는 게 약이다.
everybody has to butter up rich man.,모든 사람들이 부자에게 아부를 떨었다.
He'll bend over backwards to help any of his friends.,그는 그의 친구들을 돕기 위해 매우 열심히 노력할 것입니다.
I'm in a double bind because the money was borrowed and I have to pay it back.,빌린 돈을 되갚아야 하기 때문에 딜레마에 빠져있다.
"The restaurant owners had the best of everything at one point. But you know what they say, when it rains, it pours. Today they are left with absolutely nothing.",식당 주인들은 한 때 모든 것을 최고로 즐겼습니다. 하지만 좋은 일이든 나쁜 일이든 한꺼번에 온다고 합니다. 오늘날 그들은 전혀 아무것도 남지 않았습니다.
"When I heard that she was talking about me to other people, I was just fuming.","그녀가 다른 사람들에게 나에 대해 이야기하고 있다는 것을 들었을 때, 나는 그저 화가 났었습니다."
He always got under my skin.,그는 항상 내 기분을 상하게 했다.
Don't beat around the bush. Get to the point!,빙빙 돌리지 말고 요점을 말해요!
"The couple decided to let sleeping dogs lie, and dropped the matter.",부부는 긁어 부스럼 만들지 않기로 결정하고 문제를 중단했습니다.
"By the skin of our teeth, we will.","간발의 차로, 우리는 해낼거야."
I told her that she was the apple of my eye.,내게 있어 가장 소중한 사람은 그녀라고 직접 말했어.
Your guess is as good as mine,나도 모르긴 마찬가지다.
"For the time being, let's not make any changes to the report.","당분간, 보고서에는 어떤 변경도 하지 말자."
"You can refuse to talk to her if you like, but you're just cutting off your nose to spite your face.","원한다면 그녀와의 대화를 거부할 수도 있지만, 당신이 누워서 침 뱉는 것과 같을 뿐입니다."
She is so random.,참 엉뚱해.
"If you read between the lines, you will see that this contract only protects the company and not the customer.",행간을 읽어보면 이 계약은 회사만 보호하고 고객은 보호하지 않는다는 것을 알 수 있을 것입니다.
This is to be taken with a grain of salt.,이건 대충 걸러서 들어야 하는 거야.
The concern is that Lok'nStore could be caught in a double bind.,걱정되는 것은 Lok'nStore이 딜레마에 빠질 수 있다는 것이다.
You saved me from having to talk to that tedious woman. You are my knight in shining armour.,내가 그 지루한 여자와 이야기 하지 않아도 되도록 구해줬어요. 너는 나의 구세주에요.
"I wasn't planning to spend the holidays with my family, but after speaking with my mother, I had a change of heart.",명절을 가족과 함께 보낼 생각은 없었는데 어머니와 이야기를 나누고 나니 마음이 바뀌었습니다.
"You shouldn't come to me first, airing dirty laundry in public.",너의 치부를 드러내기 전에 먼저 내게 와야 한다.
He realized he could get along without his partner.,그는 파트너 없이도 잘 지낼 수 있다는 것을 깨달았다.
"To test out the male mice's reaction to isoamyl acetate and bananas, the team used supermarket banana oil.",수컷 쥐의 이소아밀 아세테이트와 바나나에 대한 반응을 실험하기 위해 연구팀은 슈퍼마켓 바나나 오일을 사용했습니다.
Let's be honest - there isn't a snowball's chance in hell that we'll win this game.,솔직히 이야기 해 보자. 우리가 이 게임에서 이길 가망성이 없잖아.
I don't give a hoot who wins the election.,누가 선거에서 이기든 상관없습니다.
"After facing a series of challenges at work, Jane often found herself thinking that the grass is greener on the other side of the fence, considering a career change.",직장에서 일련의 어려움에 직면한 후 Jane은 경력 변경을 고려할 때 다른 사람의 처지가 더 나아 보인다고 느끼는 경우가 많았습니다.
I am afraid that he might have spilled the beans.,그가 말했을 수도 있을 거 같아서 무서워.
His education was handed to him on a silver platter.,그의 교육은 힘들이지 않고 그에게 전해졌어요.
Clean your room. No buts.,청소해. 토 달지 말고.
My cousin dropped out of college.,내 사촌은 대학을 중퇴했어요.
"Okay, I'm game.","좋아, 나도 찬성이다."
"The other teachers are cutting Rakeem some slack, but Gabe here is not havig him to a damn thinng. Gibe that man a rasie!","다른 선생등은 라킴을 봐주는데, 게이브는 라킴한테 아예 아무것도 안 시켜요. 게이브 월급 올려줘요!"
"Bananas used to be very expensive in Korea, but nowadays they are a dime a dozen.","바나나가 전에는 한국에서 매우 비쌌지만, 요즘은 매우 흔하다."
You've hit the nail on the head. That's exactly what I want.,맞아서 바로 그거야. 정곡을 찔렀어. 그게 바로 내가 원하는 거야.
I'll be going under the knife next week for some minor surgery.,다음 주에 소형 수술을 받으려고 칼 아래로 가야 해.
"As the saying goes, Look before you leap. I make sure that every detail is covered and that the contracts are free of loopholes. ","돌다리도 두드려 보고 건너라'는 속담처럼 모든 세부사항이 다루어졌는지, 허점은 없는지 확인합니다."
"His maid servant doesn't do anything as asked for. But the fish rots from the head down, look at how unorganized his own life is.","그의 하녀는 시키는 것 어떤 것도 하지 않습니다. 그런데 윗 물이 맑아야 아랫 물이 맑듯이, 그 자신의 삶이 얼마나 체계적이지 못한지 보세요."
